Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,conduc,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,PH,Platform,Reactor_cycle,Reactor_phase,ReleaseDate,create_date,version,Sample Name,seq_methods,SRA Study,temp,timepoint,Description,organism,sample_title
SRR2917204,AMPLICON,564,11855525,PRJNA302180,SAMN04271265,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",7815626,MOTHUR,2014-11-14,5.65,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432412,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_14_R1.fastq.14,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.31,ILLUMINA,1,Startup,2015-11-18T00:00:00Z,2015-11-13T15:40:00Z,1,14A,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,28.06,0.8,,,
SRR2917205,AMPLICON,564,15902324,PRJNA302180,SAMN04271266,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",10448499,MOTHUR,2014-11-14,5.69,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432413,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_15_R1.fastq.15,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.30,ILLUMINA,1,Operation,2015-11-18T00:00:00Z,2015-11-13T15:40:00Z,1,15A,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,26.4,1.22,,,
SRR2917206,AMPLICON,564,13461186,PRJNA302180,SAMN04271267,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",8842935,MOTHUR,2014-11-14,5.02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432414,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_16_R1.fastq.16,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.36,ILLUMINA,1,Operation,2015-11-18T00:00:00Z,2015-11-13T15:40:00Z,1,16A,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,27.41,1.8,,,
SRR2917207,AMPLICON,564,16309043,PRJNA302180,SAMN04271268,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",10679776,MOTHUR,2014-11-14,4.85,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432415,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_17_R1.fastq.17,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.37,ILLUMINA,1,Operation,2015-11-18T00:00:00Z,2015-11-13T15:40:00Z,1,17A,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,28.09,2.22,,,
SRR2917208,AMPLICON,564,10934352,PRJNA302180,SAMN04271269,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",7277163,MOTHUR,2014-11-14,4.42,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432416,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_18_R1.fastq.18,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.28,ILLUMINA,1,Operation,2015-11-18T00:00:00Z,2015-11-13T15:40:00Z,1,18A,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,29.53,2.8,,,
SRR2917209,AMPLICON,564,10587253,PRJNA302180,SAMN04271270,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",7021769,MOTHUR,2014-11-14,3.98,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432417,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_19_R1.fastq.19,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.45,ILLUMINA,1,Operation,2015-11-18T00:00:00Z,2015-11-13T15:40:00Z,1,19A,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,29.43,3.22,,,
SRR2917210,AMPLICON,566,30635058,PRJNA302180,SAMN04271253,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",20615947,MOTHUR,2014-11-14,1.17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432418,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_1_R1.fastq.1,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.69,ILLUMINA,1,Control,2015-11-18T00:00:00Z,2015-11-13T15:40:00Z,1,1A,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,17.41,-8.2,,,
SRR2917213,AMPLICON,564,2615377,PRJNA302180,SAMN04267740,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",1797397,MOTHUR,2014-11-23,3.68,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432421,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_22_R1.fastq.22,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.49,ILLUMINA,1,Operation,2015-11-18T00:00:00Z,2015-11-13T15:39:00Z,1,22,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,29.01,4.80,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917214,AMPLICON,564,24968832,PRJNA302180,SAMN04267741,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",16173998,MOTHUR,2014-11-24,3.33,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432422,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_23_R1.fastq.23,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.56,ILLUMINA,1,Operation,2015-11-18T00:00:00Z,2015-11-13T15:40:00Z,1,23,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,25.89,5.80,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917215,AMPLICON,564,3660093,PRJNA302180,SAMN04267742,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",2500892,MOTHUR,2014-11-26,4.39,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432423,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_24_R1.fastq.24,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.40,ILLUMINA,1,Operation,2015-11-18T00:00:00Z,2015-11-13T15:39:00Z,1,24,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,26.85,7.80,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917216,AMPLICON,562,2616988,PRJNA302180,SAMN04267743,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",1798822,MOTHUR,2014-11-29,5.09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432424,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_25_R1.fastq.25,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.33,ILLUMINA,1,Operation,2015-11-18T00:00:00Z,2015-11-13T15:39:00Z,1,25,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,26.08,10.80,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917217,AMPLICON,562,4067427,PRJNA302180,SAMN04267744,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",2775027,MOTHUR,2014-12-01,5.50,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432425,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_26_R1.fastq.26,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.29,ILLUMINA,1,Operation,2015-11-18T00:00:00Z,2015-11-13T15:39:00Z,1,26,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,26.38,12.80,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917218,AMPLICON,562,11803960,PRJNA302180,SAMN04267745,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",7918263,MOTHUR,2014-12-02,5.82,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432426,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_27_R1.fastq.27,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.27,ILLUMINA,1,Operation,2015-11-18T00:00:00Z,2015-11-13T15:40:00Z,1,27,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,26.34,13.80,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917219,AMPLICON,562,6357619,PRJNA302180,SAMN04267746,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",4348411,MOTHUR,2014-12-03,6.99,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432427,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_28_R1.fastq.28,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.18,ILLUMINA,1,Operation,2015-11-18T00:00:00Z,2015-11-13T15:40:00Z,1,28,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,24.51,15.22,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917220,AMPLICON,562,6754328,PRJNA302180,SAMN04267747,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",4684132,MOTHUR,2014-12-04,6.36,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432428,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_29_R1.fastq.29,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.22,ILLUMINA,1,Operation,2015-11-18T00:00:00Z,2015-11-13T15:40:00Z,1,29,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,26.50,16.22,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917221,AMPLICON,566,10102259,PRJNA302180,SAMN04271254,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",6949789,MOTHUR,2014-11-14,1.15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432429,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_2_R1.fastq.2,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.87,ILLUMINA,1,Control,2015-11-18T00:00:00Z,2015-11-13T15:40:00Z,1,2A,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,16.94,-7.79,,,
SRR2917222,AMPLICON,562,1359228,PRJNA302180,SAMN04267748,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",1015059,MOTHUR,2014-12-05,5.40,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432430,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_30_R1.fastq.30,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.29,ILLUMINA,1,Operation,2015-11-18T00:00:00Z,2015-11-13T15:40:00Z,1,30,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,27.76,16.80,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917225,AMPLICON,562,9616637,PRJNA302180,SAMN04267751,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",6639558,MOTHUR,2014-12-07,3.46,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432433,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_33_R1.fastq.33,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.51,ILLUMINA,1,Operation,2015-11-18T00:00:00Z,2015-11-13T15:40:00Z,1,33,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,25.96,19.22,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917226,AMPLICON,562,20196824,PRJNA302180,SAMN04267752,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",13702396,MOTHUR,2014-12-11,1.86,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432434,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_36_R1.fastq.36,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.69,ILLUMINA,1,Shutdown,2015-11-18T00:00:00Z,2015-11-13T15:42:00Z,1,36,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,17.40,22.92,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917230,AMPLICON,560,14312233,PRJNA302180,SAMN04267756,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",9591195,MOTHUR,2015-01-21,1.33,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432438,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_40_R1.fastq.40,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.76,ILLUMINA,2,Control,2015-11-18T00:00:00Z,2015-11-13T15:41:00Z,1,40,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,15.43,-5.58,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917231,AMPLICON,560,16243531,PRJNA302180,SAMN04267757,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",10941307,MOTHUR,2015-01-23,1.36,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432439,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_41_R1.fastq.41,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.76,ILLUMINA,2,Control,2015-11-18T00:00:00Z,2015-11-13T15:42:00Z,1,41,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,15.90,-3.58,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917232,AMPLICON,560,20434104,PRJNA302180,SAMN04267758,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",13664088,MOTHUR,2015-01-26,1.33,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432440,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_42_R1.fastq.42,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.85,ILLUMINA,2,Control,2015-11-18T00:00:00Z,2015-11-13T15:41:00Z,1,42,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,23.95,-0.58,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917235,AMPLICON,560,11316398,PRJNA302180,SAMN04267761,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",7699646,MOTHUR,2015-01-27,3.58,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432443,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_45_R1.fastq.45,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.63,ILLUMINA,2,Startup,2015-11-18T00:00:00Z,2015-11-13T15:42:00Z,1,45,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,26.96,0.17,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917236,AMPLICON,560,13382153,PRJNA302180,SAMN04267762,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",9150353,MOTHUR,2015-01-27,4.08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432444,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_46_R1.fastq.46,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.53,ILLUMINA,2,Startup,2015-11-18T00:00:00Z,2015-11-13T15:42:00Z,1,46,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,25.02,0.25,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917237,AMPLICON,560,28267356,PRJNA302180,SAMN04267763,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",18858167,MOTHUR,2015-01-27,4.55,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432445,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_47_R1.fastq.47,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.47,ILLUMINA,2,Startup,2015-11-18T00:00:00Z,2015-11-13T15:42:00Z,1,47,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,25.24,0.33,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917238,AMPLICON,560,26644142,PRJNA302180,SAMN04267764,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",17811634,MOTHUR,2015-01-27,4.65,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432446,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_48_R1.fastq.48,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.46,ILLUMINA,2,Startup,2015-11-18T00:00:00Z,2015-11-13T15:42:00Z,1,48,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,25.32,0.42,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917240,AMPLICON,566,10341598,PRJNA302180,SAMN04271255,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",7070973,MOTHUR,2014-11-14,1.54,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432448,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_4_R1.fastq.4,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.80,ILLUMINA,1,Control,2015-11-18T00:00:00Z,2015-11-13T15:42:00Z,1,4A,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,17.95,-5.79,,,
SRR2917242,AMPLICON,566,11688856,PRJNA302180,SAMN04267767,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",7952618,MOTHUR,2015-01-28,4.40,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432450,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_51_R1.fastq.51,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.49,ILLUMINA,2,Operation,2015-11-18T00:00:00Z,2015-11-13T15:42:00Z,1,51,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,26.90,1.00,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917243,AMPLICON,565,7330647,PRJNA302180,SAMN04267768,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",5023262,MOTHUR,2015-01-28,4.09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432451,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_52_R1.fastq.52,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.52,ILLUMINA,2,Operation,2015-11-18T00:00:00Z,2015-11-13T15:43:00Z,1,52,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,25.79,1.42,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917244,AMPLICON,566,8581280,PRJNA302180,SAMN04267769,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",5786510,MOTHUR,2015-01-29,3.52,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432452,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_53_R1.fastq.53,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.58,ILLUMINA,2,Operation,2015-11-18T00:00:00Z,2015-11-13T15:43:00Z,1,53,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,24.44,2.42,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917248,AMPLICON,565,8823920,PRJNA302180,SAMN04267773,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",6063582,MOTHUR,2015-02-01,3.12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432456,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_57_R1.fastq.57,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.60,ILLUMINA,2,Operation,2015-11-18T00:00:00Z,2015-11-13T15:43:00Z,1,57,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,29.10,5.00,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
